Year	Vote from	Vote to	Point	Jury	Public
1970	Yugoslavia	Italy	1		
1970	Yugoslavia	Netherlands	3		
1971	Austria	Belgium	3		
1971	Austria	Finnland	4		
1971	Austria	France	3		
1971	Austria	Germany	6		
1971	Austria	Great Britain	4		
1971	Austria	Ireland	7		
1971	Austria	Italy	4		
1971	Austria	Luxemburg	2		
1971	Austria	Malta	4		
1971	Austria	Monaco	4		
1971	Austria	Netherlands	6		
1971	Austria	Norway	3		
1971	Austria	Portugal	4		
1971	Austria	Spain	4		
1971	Austria	Sweden	7		
1971	Austria	Switzerland	5		
1971	Austria	Yugoslavia	6		
1971	Belgium	Austria	3		
1971	Belgium	Finnland	10		
1971	Belgium	France	3		
1971	Belgium	Germany	7		
1971	Belgium	Great Britain	8		
1971	Belgium	Ireland	3		
1971	Belgium	Italy	2		
1971	Belgium	Luxemburg	3		
1971	Belgium	Malta	4		
1971	Belgium	Monaco	10		
1971	Belgium	Netherlands	2		
1971	Belgium	Norway	6		
1971	Belgium	Portugal	4		
1971	Belgium	Spain	4		
1971	Belgium	Sweden	6		
1971	Belgium	Switzerland	3		
1971	Belgium	Yugoslavia	2		
1971	Finnland	Austria	3		
1971	Finnland	Belgium	6		
1971	Finnland	France	3		
1971	Finnland	Germany	5		
1971	Finnland	Great Britain	6		
1971	Finnland	Ireland	4		
1971	Finnland	Italy	2		
1971	Finnland	Luxemburg	5		
1971	Finnland	Malta	3		
1971	Finnland	Monaco	7		
1971	Finnland	Netherlands	6		
1971	Finnland	Norway	3		
1971	Finnland	Portugal	5		
1971	Finnland	Spain	9		
1971	Finnland	Sweden	4		
1971	Finnland	Switzerland	4		
1971	Finnland	Yugoslavia	3		
1971	France	Austria	3		
1971	France	Belgium	5		
1971	France	Finnland	4		
1971	France	Germany	8		
1971	France	Great Britain	8		
1971	France	Ireland	7		
1971	France	Italy	9		
1971	France	Luxemburg	5		
1971	France	Malta	3		
1971	France	Monaco	8		
1971	France	Netherlands	7		
1971	France	Norway	5		
1971	France	Portugal	8		
1971	France	Spain	10		
1971	France	Sweden	5		
1971	France	Switzerland	6		
1971	France	Yugoslavia	6		
1971	Germany	Austria	7		
1971	Germany	Belgium	2		
1971	Germany	Finnland	4		
1971	Germany	France	5		
1971	Germany	Great Britain	5		
1971	Germany	Ireland	4		
1971	Germany	Italy	6		
1971	Germany	Luxemburg	2		
1971	Germany	Malta	3		
1971	Germany	Monaco	10		
1971	Germany	Netherlands	4		
1971	Germany	Norway	2		
1971	Germany	Portugal	5		
1971	Germany	Spain	7		
1971	Germany	Sweden	4		
1971	Germany	Switzerland	6		
1971	Germany	Yugoslavia	7		
1971	Great Britain	Austria	3		
1971	Great Britain	Belgium	6		
1971	Great Britain	Finnland	10		
1971	Great Britain	France	5		
1971	Great Britain	Germany	6		
1971	Great Britain	Ireland	6		
1971	Great Britain	Italy	6		
1971	Great Britain	Luxemburg	6		
1971	Great Britain	Malta	3		
1971	Great Britain	Monaco	8		
1971	Great Britain	Netherlands	5		
1971	Great Britain	Norway	7		
1971	Great Britain	Portugal	6		
1971	Great Britain	Spain	7		
1971	Great Britain	Sweden	5		
1971	Great Britain	Switzerland	6		
1971	Great Britain	Yugoslavia	3		
1971	Ireland	Austria	6		
1971	Ireland	Belgium	4		
1971	Ireland	Finnland	6		
1971	Ireland	France	6		
1971	Ireland	Germany	5		
1971	Ireland	Great Britain	7		
1971	Ireland	Italy	6		
1971	Ireland	Luxemburg	5		
1971	Ireland	Malta	4		
1971	Ireland	Monaco	9		
1971	Ireland	Netherlands	5		
1971	Ireland	Norway	7		
1971	Ireland	Portugal	3		
1971	Ireland	Spain	9		
1971	Ireland	Sweden	3		
1971	Ireland	Switzerland	5		
1971	Ireland	Yugoslavia	5		
1971	Italy	Austria	6		
1971	Italy	Belgium	3		
1971	Italy	Finnland	2		
1971	Italy	France	4		
1971	Italy	Germany	6		
1971	Italy	Great Britain	3		
1971	Italy	Ireland	6		
1971	Italy	Luxemburg	3		
1971	Italy	Malta	4		
1971	Italy	Monaco	4		
1971	Italy	Netherlands	2		
1971	Italy	Norway	2		
1971	Italy	Portugal	4		
1971	Italy	Spain	5		
1971	Italy	Sweden	6		
1971	Italy	Switzerland	7		
1971	Italy	Yugoslavia	5		
1971	Luxemburg	Austria	2		
1971	Luxemburg	Belgium	2		
1971	Luxemburg	Finnland	2		
1971	Luxemburg	France	2		
1971	Luxemburg	Germany	2		
1971	Luxemburg	Great Britain	4		
1971	Luxemburg	Ireland	2		
1971	Luxemburg	Italy	2		
1971	Luxemburg	Malta	2		
1971	Luxemburg	Monaco	4		
1971	Luxemburg	Netherlands	2		
1971	Luxemburg	Norway	2		
1971	Luxemburg	Portugal	5		
1971	Luxemburg	Spain	4		
1971	Luxemburg	Sweden	2		
1971	Luxemburg	Switzerland	2		
1971	Luxemburg	Yugoslavia	2		
1971	Malta	Austria	3		
1971	Malta	Belgium	2		
1971	Malta	Finnland	4		
1971	Malta	France	2		
1971	Malta	Germany	5		
1971	Malta	Great Britain	8		
1971	Malta	Ireland	6		
1971	Malta	Italy	6		
1971	Malta	Luxemburg	7		
1971	Malta	Monaco	5		
1971	Malta	Netherlands	2		
1971	Malta	Norway	3		
1971	Malta	Portugal	3		
1971	Malta	Spain	8		
1971	Malta	Sweden	4		
1971	Malta	Switzerland	5		
1971	Malta	Yugoslavia	2		
1971	Monaco	Austria	5		
1971	Monaco	Belgium	5		
1971	Monaco	Finnland	4		
1971	Monaco	France	8		
1971	Monaco	Germany	7		
1971	Monaco	Great Britain	8		
1971	Monaco	Ireland	6		
1971	Monaco	Italy	9		
1971	Monaco	Luxemburg	6		
1971	Monaco	Malta	2		
1971	Monaco	Netherlands	6		
1971	Monaco	Norway	6		
1971	Monaco	Portugal	6		
1971	Monaco	Spain	10		
1971	Monaco	Sweden	4		
1971	Monaco	Switzerland	4		
1971	Monaco	Yugoslavia	4		
1971	Netherlands	Austria	3		
1971	Netherlands	Belgium	6		
1971	Netherlands	Finnland	3		
1971	Netherlands	France	9		
1971	Netherlands	Germany	5		
1971	Netherlands	Great Britain	5		
1971	Netherlands	Ireland	5		
1971	Netherlands	Italy	2		
1971	Netherlands	Luxemburg	3		
1971	Netherlands	Malta	5		
1971	Netherlands	Monaco	9		
1971	Netherlands	Norway	2		
1971	Netherlands	Portugal	5		
1971	Netherlands	Spain	6		
1971	Netherlands	Sweden	9		
1971	Netherlands	Switzerland	5		
1971	Netherlands	Yugoslavia	4		
1971	Norway	Austria	5		
1971	Norway	Belgium	4		
1971	Norway	Finnland	6		
1971	Norway	France	5		
1971	Norway	Germany	4		
1971	Norway	Great Britain	6		
1971	Norway	Ireland	4		
1971	Norway	Italy	5		
1971	Norway	Luxemburg	4		
1971	Norway	Malta	2		
1971	Norway	Monaco	10		
1971	Norway	Netherlands	8		
1971	Norway	Portugal	5		
1971	Norway	Spain	8		
1971	Norway	Sweden	6		
1971	Norway	Switzerland	4		
1971	Norway	Yugoslavia	5		
1971	Portugal	Austria	5		
1971	Portugal	Belgium	6		
1971	Portugal	Finnland	8		
1971	Portugal	France	5		
1971	Portugal	Germany	7		
1971	Portugal	Great Britain	7		
1971	Portugal	Ireland	4		
1971	Portugal	Italy	3		
1971	Portugal	Luxemburg	6		
1971	Portugal	Malta	2		
1971	Portugal	Monaco	8		
1971	Portugal	Netherlands	9		
1971	Portugal	Norway	5		
1971	Portugal	Spain	7		
1971	Portugal	Sweden	3		
1971	Portugal	Switzerland	6		
1971	Portugal	Yugoslavia	4		
1971	Spain	Austria	2		
1971	Spain	Belgium	2		
1971	Spain	Finnland	3		
1971	Spain	France	5		
1971	Spain	Germany	8		
1971	Spain	Great Britain	2		
1971	Spain	Ireland	5		
1971	Spain	Italy	6		
1971	Spain	Luxemburg	4		
1971	Spain	Malta	5		
1971	Spain	Monaco	2		
1971	Spain	Netherlands	5		
1971	Spain	Norway	2		
1971	Spain	Portugal	10		
1971	Spain	Sweden	2		
1971	Spain	Switzerland	2		
1971	Spain	Yugoslavia	6		
1971	Sweden	Austria	4		
1971	Sweden	Belgium	5		
1971	Sweden	Finnland	4		
1971	Sweden	France	4		
1971	Sweden	Germany	6		
1971	Sweden	Great Britain	5		
1971	Sweden	Ireland	2		
1971	Sweden	Italy	7		
1971	Sweden	Luxemburg	2		
1971	Sweden	Malta	2		
1971	Sweden	Monaco	10		
1971	Sweden	Netherlands	6		
1971	Sweden	Norway	2		
1971	Sweden	Portugal	2		
1971	Sweden	Spain	6		
1971	Sweden	Switzerland	4		
1971	Sweden	Yugoslavia	2		
1971	Switzerland	Austria	2		
1971	Switzerland	Belgium	4		
1971	Switzerland	Finnland	4		
1971	Switzerland	France	8		
1971	Switzerland	Germany	6		
1971	Switzerland	Great Britain	6		
1971	Switzerland	Ireland	3		
1971	Switzerland	Italy	8		
1971	Switzerland	Luxemburg	3		
1971	Switzerland	Malta	2		
1971	Switzerland	Monaco	10		
1971	Switzerland	Netherlands	5		
1971	Switzerland	Norway	4		
1971	Switzerland	Portugal	2		
1971	Switzerland	Spain	5		
1971	Switzerland	Sweden	9		
1971	Switzerland	Yugoslavia	2		
1971	Yugoslavia	Austria	4		
1971	Yugoslavia	Belgium	3		
1971	Yugoslavia	Finnland	6		
1971	Yugoslavia	France	5		
1971	Yugoslavia	Germany	7		
1971	Yugoslavia	Great Britain	6		
1971	Yugoslavia	Ireland	5		
1971	Yugoslavia	Italy	8		
1971	Yugoslavia	Luxemburg	4		
1971	Yugoslavia	Malta	2		
1971	Yugoslavia	Monaco	10		
1971	Yugoslavia	Netherlands	5		
1971	Yugoslavia	Norway	4		
1971	Yugoslavia	Portugal	6		
1971	Yugoslavia	Spain	7		
1971	Yugoslavia	Sweden	6		
1971	Yugoslavia	Switzerland	4		
1972	Austria	Belgium	2		
1972	Austria	Finnland	3		
1972	Austria	France	2		
1972	Austria	Germany	5		
1972	Austria	Great Britain	7		
1972	Austria	Ireland	4		
1972	Austria	Italy	6		
1972	Austria	Luxemburg	8		
1972	Austria	Malta	2		
1972	Austria	Monaco	3		
1972	Austria	Netherlands	6		
1972	Austria	Norway	3		
1972	Austria	Portugal	4		
1972	Austria	Spain	5		
1972	Austria	Sweden	4		
1972	Austria	Switzerland	8		
1972	Austria	Yugoslavia	3		
1972	Belgium	Austria	4		
1972	Belgium	Finnland	8		
1972	Belgium	France	7		
1972	Belgium	Germany	7		
1972	Belgium	Great Britain	4		
1972	Belgium	Ireland	4		
1972	Belgium	Italy	6		
1972	Belgium	Luxemburg	8		
1972	Belgium	Malta	2		
1972	Belgium	Monaco	4		
1972	Belgium	Netherlands	2		
1972	Belgium	Norway	4		
1972	Belgium	Portugal	7		
1972	Belgium	Spain	3		
1972	Belgium	Sweden	7		
1972	Belgium	Switzerland	4		
1972	Belgium	Yugoslavia	8		
1972	Finnland	Austria	4		
1972	Finnland	Belgium	4		
1972	Finnland	France	4		
1972	Finnland	Germany	5		
1972	Finnland	Great Britain	7		
1972	Finnland	Ireland	3		
1972	Finnland	Italy	6		
1972	Finnland	Luxemburg	6		
1972	Finnland	Malta	5		
1972	Finnland	Monaco	5		
1972	Finnland	Netherlands	9		
1972	Finnland	Norway	7		
1972	Finnland	Portugal	2		
1972	Finnland	Spain	4		
1972	Finnland	Sweden	5		
1972	Finnland	Switzerland	7		
1972	Finnland	Yugoslavia	3		
1972	France	Austria	6		
1972	France	Belgium	3		
1972	France	Finnland	3		
1972	France	Germany	8		
1972	France	Great Britain	9		
1972	France	Ireland	3		
1972	France	Italy	5		
1972	France	Luxemburg	8		
1972	France	Malta	2		
1972	France	Monaco	3		
1972	France	Netherlands	6		
1972	France	Norway	3		
1972	France	Portugal	4		
1972	France	Spain	5		
1972	France	Sweden	3		
1972	France	Switzerland	5		
1972	France	Yugoslavia	4		
1972	Germany	Austria	6		
1972	Germany	Belgium	2		
1972	Germany	Finnland	4		
1972	Germany	France	5		
1972	Germany	Great Britain	8		
1972	Germany	Ireland	4		
1972	Germany	Italy	4		
1972	Germany	Luxemburg	9		
1972	Germany	Malta	3		
1972	Germany	Monaco	4		
1972	Germany	Netherlands	6		
1972	Germany	Norway	4		
1972	Germany	Portugal	3		
1972	Germany	Spain	7		
1972	Germany	Sweden	5		
1972	Germany	Switzerland	4		
1972	Germany	Yugoslavia	7		
1972	Great Britain	Austria	3		
1972	Great Britain	Belgium	5		
1972	Great Britain	Finnland	5		
1972	Great Britain	France	9		
1972	Great Britain	Germany	5		
1972	Great Britain	Ireland	4		
1972	Great Britain	Italy	3		
1972	Great Britain	Luxemburg	10		
1972	Great Britain	Malta	6		
1972	Great Britain	Monaco	5		
1972	Great Britain	Netherlands	9		
1972	Great Britain	Norway	4		
1972	Great Britain	Portugal	4		
1972	Great Britain	Spain	3		
1972	Great Britain	Sweden	3		
1972	Great Britain	Switzerland	4		
1972	Great Britain	Yugoslavia	5		
1972	Ireland	Austria	6		
1972	Ireland	Belgium	4		
1972	Ireland	Finnland	3		
1972	Ireland	France	5		
1972	Ireland	Germany	6		
1972	Ireland	Great Britain	6		
1972	Ireland	Italy	3		
1972	Ireland	Luxemburg	9		
1972	Ireland	Malta	4		
1972	Ireland	Monaco	4		
1972	Ireland	Netherlands	8		
1972	Ireland	Norway	6		
1972	Ireland	Portugal	7		
1972	Ireland	Spain	5		
1972	Ireland	Sweden	5		
1972	Ireland	Switzerland	6		
1972	Ireland	Yugoslavia	5		
1972	Italy	Austria	6		
1972	Italy	Belgium	3		
1972	Italy	Finnland	3		
1972	Italy	France	3		
1972	Italy	Germany	7		
1972	Italy	Great Britain	7		
1972	Italy	Ireland	3		
1972	Italy	Luxemburg	9		
1972	Italy	Malta	2		
1972	Italy	Monaco	3		
1972	Italy	Netherlands	3		
1972	Italy	Norway	2		
1972	Italy	Portugal	9		
1972	Italy	Spain	3		
1972	Italy	Sweden	3		
1972	Italy	Switzerland	5		
1972	Italy	Yugoslavia	2		
1972	Luxemburg	Austria	5		
1972	Luxemburg	Belgium	6		
1972	Luxemburg	Finnland	6		
1972	Luxemburg	France	8		
1972	Luxemburg	Germany	7		
1972	Luxemburg	Great Britain	8		
1972	Luxemburg	Ireland	6		
1972	Luxemburg	Italy	6		
1972	Luxemburg	Malta	2		
1972	Luxemburg	Monaco	4		
1972	Luxemburg	Netherlands	7		
1972	Luxemburg	Norway	6		
1972	Luxemburg	Portugal	10		
1972	Luxemburg	Spain	5		
1972	Luxemburg	Sweden	5		
1972	Luxemburg	Switzerland	7		
1972	Luxemburg	Yugoslavia	8		
1972	Malta	Austria	5		
1972	Malta	Belgium	5		
1972	Malta	Finnland	3		
1972	Malta	France	5		
1972	Malta	Germany	4		
1972	Malta	Great Britain	2		
1972	Malta	Ireland	6		
1972	Malta	Italy	6		
1972	Malta	Luxemburg	4		
1972	Malta	Monaco	5		
1972	Malta	Netherlands	3		
1972	Malta	Norway	5		
1972	Malta	Portugal	5		
1972	Malta	Spain	4		
1972	Malta	Sweden	4		
1972	Malta	Switzerland	4		
1972	Malta	Yugoslavia	4		
1972	Monaco	Austria	5		
1972	Monaco	Belgium	4		
1972	Monaco	Finnland	5		
1972	Monaco	France	6		
1972	Monaco	Germany	8		
1972	Monaco	Great Britain	9		
1972	Monaco	Ireland	5		
1972	Monaco	Italy	6		
1972	Monaco	Luxemburg	7		
1972	Monaco	Malta	3		
1972	Monaco	Netherlands	5		
1972	Monaco	Norway	4		
1972	Monaco	Portugal	4		
1972	Monaco	Spain	8		
1972	Monaco	Sweden	5		
1972	Monaco	Switzerland	6		
1972	Monaco	Yugoslavia	9		
1972	Netherlands	Austria	9		
1972	Netherlands	Belgium	3		
1972	Netherlands	Finnland	8		
1972	Netherlands	France	6		
1972	Netherlands	Germany	6		
1972	Netherlands	Great Britain	8		
1972	Netherlands	Ireland	5		
1972	Netherlands	Italy	5		
1972	Netherlands	Luxemburg	9		
1972	Netherlands	Malta	4		
1972	Netherlands	Monaco	5		
1972	Netherlands	Norway	4		
1972	Netherlands	Portugal	5		
1972	Netherlands	Spain	5		
1972	Netherlands	Sweden	5		
1972	Netherlands	Switzerland	5		
1972	Netherlands	Yugoslavia	6		
1972	Norway	Austria	5		
1972	Norway	Belgium	2		
1972	Norway	Finnland	6		
1972	Norway	France	7		
1972	Norway	Germany	6		
1972	Norway	Great Britain	10		
1972	Norway	Ireland	6		
1972	Norway	Italy	6		
1972	Norway	Luxemburg	8		
1972	Norway	Malta	2		
1972	Norway	Monaco	6		
1972	Norway	Netherlands	8		
1972	Norway	Portugal	2		
1972	Norway	Spain	8		
1972	Norway	Sweden	5		
1972	Norway	Switzerland	7		
1972	Norway	Yugoslavia	4		
1972	Portugal	Austria	5		
1972	Portugal	Belgium	3		
1972	Portugal	Finnland	4		
1972	Portugal	France	2		
1972	Portugal	Germany	6		
1972	Portugal	Great Britain	4		
1972	Portugal	Ireland	4		
1972	Portugal	Italy	7		
1972	Portugal	Luxemburg	7		
1972	Portugal	Malta	2		
1972	Portugal	Monaco	2		
1972	Portugal	Netherlands	5		
1972	Portugal	Norway	5		
1972	Portugal	Spain	6		
1972	Portugal	Sweden	4		
1972	Portugal	Switzerland	2		
1972	Portugal	Yugoslavia	5		
1972	Spain	Austria	6		
1972	Spain	Belgium	2		
1972	Spain	Finnland	6		
1972	Spain	France	2		
1972	Spain	Germany	9		
1972	Spain	Great Britain	2		
1972	Spain	Ireland	4		
1972	Spain	Italy	2		
1972	Spain	Luxemburg	2		
1972	Spain	Malta	2		
1972	Spain	Monaco	3		
1972	Spain	Netherlands	8		
1972	Spain	Norway	5		
1972	Spain	Portugal	7		
1972	Spain	Sweden	3		
1972	Spain	Switzerland	5		
1972	Spain	Yugoslavia	8		
1972	Sweden	Austria	10		
1972	Sweden	Belgium	2		
1972	Sweden	Finnland	4		
1972	Sweden	France	2		
1972	Sweden	Germany	8		
1972	Sweden	Great Britain	6		
1972	Sweden	Ireland	5		
1972	Sweden	Italy	8		
1972	Sweden	Luxemburg	8		
1972	Sweden	Malta	3		
1972	Sweden	Monaco	3		
1972	Sweden	Netherlands	6		
1972	Sweden	Norway	4		
1972	Sweden	Portugal	7		
1972	Sweden	Spain	7		
1972	Sweden	Switzerland	4		
1972	Sweden	Yugoslavia	4		
1972	Switzerland	Austria	7		
1972	Switzerland	Belgium	3		
1972	Switzerland	Finnland	3		
1972	Switzerland	France	3		
1972	Switzerland	Germany	5		
1972	Switzerland	Great Britain	8		
1972	Switzerland	Ireland	3		
1972	Switzerland	Italy	9		
1972	Switzerland	Luxemburg	6		
1972	Switzerland	Malta	2		
1972	Switzerland	Monaco	2		
1972	Switzerland	Netherlands	6		
1972	Switzerland	Norway	2		
1972	Switzerland	Portugal	6		
1972	Switzerland	Spain	3		
1972	Switzerland	Sweden	2		
1972	Switzerland	Yugoslavia	2		
1972	Yugoslavia	Austria	8		
1972	Yugoslavia	Belgium	2		
1972	Yugoslavia	Finnland	4		
1972	Yugoslavia	France	5		
1972	Yugoslavia	Germany	5		
1972	Yugoslavia	Great Britain	9		
1972	Yugoslavia	Ireland	3		
1972	Yugoslavia	Italy	4		
1972	Yugoslavia	Luxemburg	10		
1972	Yugoslavia	Malta	2		
1972	Yugoslavia	Monaco	4		
1972	Yugoslavia	Netherlands	9		
1972	Yugoslavia	Norway	5		
1972	Yugoslavia	Portugal	4		
1972	Yugoslavia	Spain	2		
1972	Yugoslavia	Sweden	7		
1972	Yugoslavia	Switzerland	5		
1973	Belgium	Finnland	9		
1973	Belgium	France	3		
1973	Belgium	Germany	5		
1973	Belgium	Great Britain	6		
1973	Belgium	Ireland	7		
1973	Belgium	Israel	6		
1973	Belgium	Italy	5		
1973	Belgium	Luxemburg	6		
1973	Belgium	Monaco	3		
1973	Belgium	Netherlands	4		
1973	Belgium	Norway	5		
1973	Belgium	Portugal	6		
1973	Belgium	Spain	8		
1973	Belgium	Sweden	4		
1973	Belgium	Switzerland	3		
1973	Belgium	Yugoslavia	3		
1973	Finnland	Belgium	4		
1973	Finnland	France	4		
1973	Finnland	Germany	2		
1973	Finnland	Great Britain	9		
1973	Finnland	Ireland	3		
1973	Finnland	Israel	6		
1973	Finnland	Italy	2		
1973	Finnland	Luxemburg	6		
1973	Finnland	Monaco	6		
1973	Finnland	Netherlands	4		
1973	Finnland	Norway	8		
1973	Finnland	Portugal	4		
1973	Finnland	Spain	3		
1973	Finnland	Sweden	8		
1973	Finnland	Switzerland	4		
1973	Finnland	Yugoslavia	5		
1973	France	Belgium	2		
1973	France	Finnland	4		
1973	France	Germany	7		
1973	France	Great Britain	8		
1973	France	Ireland	4		
1973	France	Israel	5		
1973	France	Italy	5		
1973	France	Luxemburg	10		
1973	France	Monaco	5		
1973	France	Netherlands	6		
1973	France	Norway	6		
1973	France	Portugal	6		
1973	France	Spain	9		
1973	France	Sweden	4		
1973	France	Switzerland	2		
1973	France	Yugoslavia	4		
1973	Germany	Belgium	4		
1973	Germany	Finnland	6		
1973	Germany	France	4		
1973	Germany	Great Britain	7		
1973	Germany	Ireland	4		
1973	Germany	Israel	7		
1973	Germany	Italy	5		
1973	Germany	Luxemburg	7		
1973	Germany	Monaco	4		
1973	Germany	Netherlands	5		
1973	Germany	Norway	6		
1973	Germany	Portugal	5		
1973	Germany	Spain	9		
1973	Germany	Sweden	5		
1973	Germany	Switzerland	4		
1973	Germany	Yugoslavia	4		
1973	Great Britain	Belgium	5		
1973	Great Britain	Finnland	9		
1973	Great Britain	France	5		
1973	Great Britain	Germany	5		
1973	Great Britain	Ireland	5		
1973	Great Britain	Israel	5		
1973	Great Britain	Italy	5		
1973	Great Britain	Luxemburg	10		
1973	Great Britain	Monaco	9		
1973	Great Britain	Netherlands	3		
1973	Great Britain	Norway	3		
1973	Great Britain	Portugal	5		
1973	Great Britain	Spain	4		
1973	Great Britain	Sweden	7		
1973	Great Britain	Switzerland	7		
1973	Great Britain	Yugoslavia	4		
1973	Ireland	Belgium	4		
1973	Ireland	Finnland	5		
1973	Ireland	France	5		
1973	Ireland	Germany	6		
1973	Ireland	Great Britain	9		
1973	Ireland	Israel	7		
1973	Ireland	Italy	4		
1973	Ireland	Luxemburg	8		
1973	Ireland	Monaco	6		
1973	Ireland	Netherlands	5		
1973	Ireland	Norway	3		
1973	Ireland	Portugal	4		
1973	Ireland	Spain	10		
1973	Ireland	Sweden	5		
1973	Ireland	Switzerland	7		
1973	Ireland	Yugoslavia	5		
1973	Israel	Belgium	2		
1973	Israel	Finnland	5		
1973	Israel	France	2		
1973	Israel	Germany	4		
1973	Israel	Great Britain	9		
1973	Israel	Ireland	4		
1973	Israel	Italy	4		
1973	Israel	Luxemburg	8		
1973	Israel	Monaco	4		
1973	Israel	Netherlands	2		
1973	Israel	Norway	9		
1973	Israel	Portugal	5		
1973	Israel	Spain	8		
1973	Israel	Sweden	5		
1973	Israel	Switzerland	3		
1973	Israel	Yugoslavia	4		
1973	Italy	Belgium	2		
1973	Italy	Finnland	2		
1973	Italy	France	2		
1973	Italy	Germany	3		
1973	Italy	Great Britain	5		
1973	Italy	Ireland	5		
1973	Italy	Israel	7		
1973	Italy	Luxemburg	9		
1973	Italy	Monaco	8		
1973	Italy	Netherlands	4		
1973	Italy	Norway	5		
1973	Italy	Portugal	3		
1973	Italy	Spain	10		
1973	Italy	Sweden	5		
1973	Italy	Switzerland	4		
1973	Italy	Yugoslavia	2		
1973	Luxemburg	Belgium	4		
1973	Luxemburg	Finnland	6		
1973	Luxemburg	France	3		
1973	Luxemburg	Germany	7		
1973	Luxemburg	Great Britain	10		
1973	Luxemburg	Ireland	6		
1973	Luxemburg	Israel	8		
1973	Luxemburg	Italy	5		
1973	Luxemburg	Monaco	6		
1973	Luxemburg	Netherlands	7		
1973	Luxemburg	Norway	7		
